restaurant,rating,review,review_length,biryani_order,Biryani,Ambience,Service,Quality,Buffet,tsne1,tsne2,label
Deccan Spice,4.777777777777779,36,192.0555555555556,0.15022368455784213,0.3016756571037003,0.05448351413503109,0.19152508621436945,0.18856622237485365,0.08574805783642568,34.389202000000004,-6.000217,1
Degchi Restaurant,4.588235294117646,34,294.79411764705884,0.16495013791211965,0.03267428446950515,0.07536296015083759,0.4852862851331714,0.1348436527660165,0.10688267956834964,-17.959013,6.9892607,2
Delhi Highway,4.45045045045045,111,399.45945945945954,0.07231326788650005,0.02675696255183689,0.06528417642408199,0.5493000508954069,0.09317445096751197,0.17515307325664425,-29.30868,-6.318716,1
Delicacy,4.055555555555555,18,440.66666666666674,0.4518209745734898,0.017764152024599515,0.08413391875465626,0.2067165170495492,0.19377392305150207,0.045790514546203316,20.788,23.415882,3
Delight Fast Food Restaurant,4.545454545454546,11,139.27272727272728,0.19696024329949385,0.0604514789182353,0.18519099901442948,0.17954950710722678,0.3358571258134479,0.041990645847166684,19.582579,-13.464291000000001,1
Desi Cream Junction,4.666666666666667,24,282.25,0.043011273989966,0.022823735764153776,0.17246065956859372,0.3635125863296906,0.1731432991066317,0.14171511190763095,-13.027841,-9.362817,1
Desi Foodizzz,4.638888888888889,18,269.0,0.13702531988138514,0.03471070440572952,0.08235368397628924,0.3362389423339262,0.3571834366734629,0.052487912729207116,9.8491745,-15.876904000000001,0
Desi Zaika,4.894736842105263,19,183.15789473684208,0.16317637877962346,0.03127035692060445,0.10306458596309197,0.1545410277928962,0.21337204706206864,0.1766808666396099,20.325636,-11.289285000000001,1
Desipun,4.724137931034483,29,642.6206896551723,0.11329129572363428,0.034348619394012084,0.12978955191164973,0.428066529801606,0.19177025125656308,0.1027337519125348,-15.135710999999999,-9.175528,1
Dhaba Social,4.571428571428571,14,412.6428571428572,0.25077118063345266,0.018024735719853045,0.049682174259377036,0.3881254020644599,0.12409742382393048,0.16929908349892686,-1.1148245,11.410675,2
Dharani Foods,4.75,14,201.0,0.12373743465396755,0.18794141200503395,0.14596983321326454,0.24982837232307625,0.26591625499246074,0.026606692812197,27.665026,-9.870261,1
Dilish Kitchens,4.366666666666666,15,465.2,0.12687419512477469,0.08542393129354321,0.08934505387447085,0.2597297852520917,0.23134683567896985,0.20728019877614973,22.053328,-16.062582,0
Dilli 6,4.964285714285714,14,247.85714285714286,0.16480260978617728,0.06984919993051678,0.12317578490551785,0.17170758377993914,0.25967006845268803,0.13936618171658954,20.956406,-11.400895,1
Dindigul Thalappakatti,4.333333333333333,51,455.37254901960785,0.22541758250467994,0.3562332973936282,0.0313316319816109,0.18328469456721608,0.10629963129049416,0.03860963285060616,41.257183000000005,1.3560768,2
Dindigul Time Pass Restaurant,4.484848484848484,33,93.75757575757576,0.20431450152218789,0.10045510480494177,0.02452394060004605,0.15380017803501184,0.28990336264355515,0.04518473057607545,22.54054,-9.785991000000001,1
Dum Oven,4.545454545454546,11,257.3636363636364,0.22914218217871984,0.1389920253741045,0.017949127485110416,0.34964732008411664,0.14699509376223152,0.11727425111571713,1.9989476000000002,5.332086599999999,2
Ebony,4.378787878787879,33,1082.6363636363637,0.13698036223620724,0.03128352637381019,0.02299247388818372,0.5769882414756106,0.05572029989677981,0.17603509612940862,-31.002764000000003,-2.5874937,1
Eden Huts Dhaba,4.5,11,372.1818181818182,0.2257581954564705,0.08675703186644307,0.1647441118166092,0.2191508040586576,0.14713563586709869,0.15645422093472086,23.172096,-6.935392,1
Eden Park,4.333333333333333,12,401.75,0.19342427354782368,0.05413193155328718,0.1078337052400689,0.4263086965010517,0.06709108844604618,0.1512103047117225,-13.884182999999998,5.0622344,2
Elements Mapple Express,3.9615384615384617,13,216.9230769230769,0.1581669529648613,0.00982028926608132,0.058374870589964975,0.44461829652741147,0.08395849776817774,0.2450610928835032,-22.293596,-15.2221155,0
Elmas Restaurant,4.214285714285714,14,167.57142857142858,0.0465809610557195,0.00576453049013322,0.06986970240962066,0.527711689876919,0.191981316481216,0.15809179968639173,-22.1583,-6.931287299999999,1
Empire Restaurant,4.382113821138211,246,362.4918699186992,0.2832477372620469,0.06400901922229396,0.05143648839094296,0.30430849671961685,0.12409230674418878,0.16071082970969094,10.012978,13.231185,3
Ente Keralam,4.615384615384615,13,316.38461538461536,0.17344042881967675,0.09155423489840504,0.07505345116977585,0.5088195517607773,0.05089850937726589,0.02331074705102233,-25.30904,12.220039,2
Eshanya,4.125,16,455.75,0.10923899691757699,0.029696875543567505,0.02524962942027417,0.6416513162429905,0.0562008962614064,0.13796228561418436,-34.828083,-1.5422666999999999,1
Eshmeet Da Dhaba,4.238095238095238,42,239.23809523809524,0.1654555302901789,0.02024195619597789,0.10708639566494654,0.29062215252385704,0.1418781503132854,0.10804914834508757,7.8484172999999995,2.36638,2
Esplanade,4.296875,32,462.84375,0.1749241058628884,0.03901544713534038,0.0380023770024765,0.36712366530574747,0.10793943436946717,0.14799497032408016,-0.9492802,4.6155577,2
Euki,4.1,10,401.6,0.12971920657007932,0.007649074804586577,0.1838841717241241,0.3492849570647433,0.06655634684868447,0.2629062429877821,-19.821507999999998,-24.279201999999998,0
Fattoush,4.410714285714286,56,385.6071428571428,0.19815665655875306,0.07618602781635761,0.07741251268053909,0.2897798810642626,0.137905381410575,0.14913096904094128,8.667247,4.690735,2
Fazzito Kitchen,4.595744680851063,94,186.9255319148936,0.21528495837869074,0.03241875176711639,0.08303717282769701,0.2508977247908112,0.2500396337002534,0.09385367342904836,19.145588,-7.588814,1
Feast India Co ,4.75,12,596.3333333333334,0.09846963956312052,0.07943919427451902,0.04661987519240974,0.485280969100452,0.14389076741575435,0.1462995544537444,-21.267471,-2.5586178,1
Flavors of India,4.783333333333333,30,659.1,0.06830990533984546,0.05312399801939816,0.07709487862794535,0.5399745749481288,0.0975891630171308,0.16390748004755135,-28.648585999999998,-6.144415,1
Flavours Octave Hotel Spa,4.115384615384615,65,359.03076923076935,0.06522478500295383,0.025991634086091942,0.08293339887409293,0.34223853872836923,0.13480110678969315,0.2872720749803374,-23.694464,-23.205828,0
Flechazo,4.48046875,128,479.2578125,0.03427271678998447,0.02432423543698505,0.07520317219058258,0.5108750288161126,0.09183482685434496,0.2634900199119904,-28.465555,-12.972522999999999,1
Folklore Restaurant,4.494736842105263,95,265.7157894736842,0.2763944432893394,0.03858230143585782,0.04681538832345514,0.3607843472308285,0.1829773405988816,0.07339354754269015,3.7895455,9.062877,2
Food Feed Restaurant,4.45,10,2070.0,0.3644308489507205,0.05201876611945715,0.05262676062605237,0.3744459340231171,0.1278621395826008,0.028615550698052036,-3.5848410000000004,19.037257999999998,3
Food Point,4.698630136986301,73,153.5205479452055,0.21301591794228514,0.06850824385650599,0.05612527529427956,0.22979305294242666,0.28608676134859595,0.11907348834193428,19.135384,-8.170521,1
Food Ras,4.914893617021278,47,273.55319148936167,0.27685966363515235,0.04413177816517898,0.030052052886504105,0.2872121023849816,0.17199401312801296,0.18975038980016987,12.346714,9.109817999999999,2
Freshkhilao,4.473684210526316,19,160.1578947368421,0.23811248437392066,0.07388185967542307,0.1661988868297356,0.2527076429903317,0.2321459844043725,0.03695314172621653,18.99527,-6.12514,1
Friends Diner,4.136363636363637,11,373.6363636363636,0.23808889329388425,0.004905532457472533,0.16527108612616112,0.3721651646691818,0.13290101593662929,0.08666830751667104,-5.505512,4.303548999999999,2
Fujan,4.214285714285714,14,295.2857142857143,0.30131890037060394,0.010360390606907476,0.001703580975264023,0.3306794436919474,0.2420643933632674,0.04244471956343833,8.052178999999999,-6.2811093,1
Funjabi,4.394366197183099,71,319.5070422535212,0.21860801827075035,0.021149979992693718,0.11044433003666188,0.3844877089482319,0.1722482691309415,0.09306169362072077,-3.201102,4.168662,2
Fusion Theory,4.166666666666667,18,538.3333333333334,0.13200410682569594,0.04317721158025353,0.08010429615326692,0.5310675057701093,0.07175437968981926,0.14189249998085496,-22.355601999999998,4.2561913,2
Galito's,4.478494623655914,93,566.5268817204302,0.4546541994957195,0.017586906291055502,0.04705356851269951,0.2663382998094775,0.09481971549198456,0.11954731039906336,18.21295,23.188995000000002,3
Gandharva Family Restaurant,4.0,12,251.16666666666663,0.1590372724925053,0.0569779619319073,0.0918329255949089,0.250402093560226,0.11777482197734195,0.3239749244431106,-18.61593,-27.755444,0
Ghar Ka Chulha,4.644444444444447,45,141.4,0.16259427856656725,0.027445588528894543,0.028240487441491626,0.284380558887693,0.2991243951598057,0.13154802474888133,7.579789,-14.645809,0
Go Italia,4.1923076923076925,26,660.1923076923077,0.2948363610845713,0.001981506283098836,0.0937833737640206,0.4264661466348368,0.08470423987955136,0.09822837235392118,-6.8898144,17.025656,3
Godavari Delights,4.677083333333333,48,53.29166666666666,0.1529466132102443,0.07878439230007282,0.09450478546553298,0.18414567597916195,0.3023157231232161,0.04146947658843845,22.549042,-11.154656,1
Gokul Kuteera,4.158653846153847,104,311.09615384615387,0.08890002128030365,0.03356424169721752,0.07223557576849059,0.35082168593184204,0.10788203045636384,0.3273656756350133,-24.583624,-23.188907999999998,0
Golden Restaurant,4.0,13,383.0769230769232,0.24870189997769945,0.0977566128440414,0.14696720574042896,0.4195839475323393,0.04530572934716818,0.04168460455832286,-9.034225,7.0617532999999995,2
Gramin,4.303030303030303,66,489.1212121212122,0.1086369340072656,0.0562133473973068,0.06496277024522988,0.3741539745071861,0.10014633798391896,0.29588663585909275,-23.802025,-21.781078,0
Green Hyderabad Biryani House,4.090909090909091,11,436.1818181818182,0.2257050948433184,0.3698591925095599,0.048826004193181935,0.14714624776512142,0.16540079530426455,0.0430626653845537,41.167282,1.9489150000000002,2
Green Onion,4.416666666666667,24,530.7083333333334,0.3501445911636993,0.011822523334407559,0.06615381933003221,0.3100606811904951,0.11960560737580354,0.14221277760556222,9.13696,16.050535,3
Gud Dhani,4.153846153846153,13,300.53846153846155,0.0639680979202347,0.01721028117047866,0.09937489059811658,0.31937982437378754,0.13788180002562547,0.3621851059117571,-24.635187,-24.620596,0
Gufha The President Hotel,4.461538461538462,26,370.73076923076917,0.10330232343539422,0.06626753855412243,0.04717794215398395,0.5583724525142496,0.1533602526751972,0.07151949066705265,-28.221214,6.6914240000000005,2
Guru Garden,3.9705882352941178,17,268.3529411764706,0.1693593649544316,0.09648593354469312,0.08203528347073456,0.4558912388676952,0.1363880971716508,0.0598400819907946,-11.366072,8.594392,2
Hae Kum Gang,4.3,20,430.85,0.17904471538398875,0.006503726090704971,0.10034533356912774,0.4988256090289924,0.12803999551790846,0.08724062040927769,-18.793236,8.081151,2
Hanoi Vietnamese Cuisine,4.418918918918919,74,541.972972972973,0.2426998156030885,0.016837695361070878,0.06106728597626384,0.4687840183475437,0.0899634917292508,0.08010715244224173,-13.176245999999999,12.446716,2
Happy House Restaurant,4.7631578947368425,19,429.57894736842087,0.21537341713686967,0.06930262660629931,0.0924362550830288,0.4408705753693831,0.09382601809129563,0.08819110771312336,-12.327632000000001,9.346691,2
Harima,4.68,25,420.56,0.13097173352134805,0.05121862421154502,0.09732539695833796,0.5307200206027342,0.055840570124992925,0.13392365458104175,-22.024076,4.209704,2
Hashtag Kitchen,4.75,24,251.4583333333333,0.2633427330819373,0.13306355979866294,0.02571929854034181,0.2541955152387565,0.2056355132170561,0.11804338012324528,24.922570999999998,-1.9289025000000002,1
Haveli,4.7105263157894735,38,284.0526315789473,0.12319153405382367,0.23731767568690745,0.07752919435582084,0.24963542785041545,0.20102691371133025,0.05866767539433405,33.43607,-8.188186,1
Herbs Spices,4.230769230769232,13,465.6923076923077,0.2559072853905099,0.016990203251669625,0.06518243260556904,0.5660364342686588,0.03272869649633735,0.06315494798725531,-22.355131,15.012433999999999,3
Hi Seoul,4.295454545454546,88,385.7613636363636,0.16550667483001946,0.022842969025118686,0.09352867190200928,0.5490211054220435,0.10004537685474482,0.06905520196606442,-23.650747,9.111532,2
Hotel Crossroads,4.176470588235294,34,370.7352941176471,0.12834709563948368,0.3187403941482753,0.08444160091049205,0.14176199189134067,0.1467328932942103,0.1799760241161981,37.080162,-3.3441400000000003,1
Hotel Dine City,4.545454545454546,22,36.45454545454545,0.12397442041305436,0.040389194898624976,0.16489219637509567,0.06829771246188797,0.25855850371447897,0.07116069940958526,23.680748,-12.996037,1
Hotel Emirates,4.28,25,242.08,0.3274105178932448,0.16768212472160546,0.03681258337637499,0.22235103014880672,0.10924224694102642,0.05650149691894156,30.424751,6.3894205,2
Hotel Food Lands,4.875,32,285.71875,0.2921217812971664,0.051503582641315736,0.007508718509888936,0.3264122536203262,0.17509228815619596,0.14736137577510658,9.539031,9.789724,2
Hotel Manu Residency,4.411764705882354,68,107.91176470588236,0.16813815170380675,0.13187733328855367,0.125265637062751,0.1433788235968281,0.2453910177276189,0.08300786014985329,24.8919,-10.9175,1
Hotel Moonlight,4.18,25,358.36,0.3266416578472444,0.0675994522216545,0.033303120562998736,0.2769793377955781,0.15527118334741016,0.14020524822511413,12.260399000000001,12.148503999999999,2
Hotel Tom's Restaurant,4.355555555555555,45,540.2444444444443,0.35536707339097906,0.1262269060680051,0.040144002726679916,0.2927515302468203,0.056145553546970685,0.12936493402054505,14.662360000000001,16.04575,3
Hunan,4.342857142857143,35,417.8571428571428,0.2858899482166902,0.0032902208947526144,0.04509249158070967,0.3322213238525492,0.16053688961791154,0.17296912583738686,8.029162,10.106328,2
Hunger Camp,4.434782608695652,23,515.4347826086956,0.17498413820060002,0.07255309386429039,0.05181628827165725,0.4087853273275217,0.09818695682269077,0.19367419551323986,-18.581997,-14.136476000000002,0
Hyderabad Biryaani House,4.3515625,64,387.296875,0.21475970123684845,0.4796350683738593,0.02093118992987437,0.12753920062573146,0.1216700662335307,0.03546477360015566,44.77341,0.90689445,2
Hyderabad Biryani,4.625,40,158.0,0.12379955459283914,0.2294499722281836,0.12554732348949674,0.12439244577287853,0.28939607770686504,0.03241462620973709,28.518428999999998,-11.346313,1
Hyderabad Chefs,4.1,20,351.35,0.2282713548184569,0.2433062122516878,0.09791773069233377,0.2595957270896825,0.08869741258050354,0.08221156256733543,32.23225,-0.23250216,2
Hyderabad Cuisine,4.717391304347826,23,203.2608695652174,0.30178497924339953,0.06246578076963904,0.0666003062828663,0.3094411561645396,0.178179805730724,0.03804971093926647,6.722962,12.498417,2
Hyderabad Cuisine Multicuisine Restaurant,4.0,67,302.7014925373134,0.2431998671873852,0.24608287002737106,0.054285328726350376,0.25072407209626635,0.13214136340586286,0.07356649855676423,32.588245,0.706435,2
Hyderabad Dawat,4.65,10,45.5,0.007545812704503049,0.12054839158951686,0.12909512791485714,0.18619007398775828,0.2544360945795182,0.002184499223846485,25.840347,-12.711719,1
Hyderabadi Bawarchi,4.4444444444444455,36,151.83333333333334,0.2168945325341207,0.2020401970022173,0.10770074472762856,0.20090595451173213,0.18809530433891364,0.028807711329831974,29.669603000000002,-8.439630000000001,1
Hyderabadi Biryani Hub,4.636363636363637,33,133.06060606060606,0.1384677164760669,0.22014930886045248,0.03698360655654909,0.17532945333775954,0.12711047358015268,0.05953519876477691,33.667957,-6.646039999999999,1
Imli,4.375,16,471.5625,0.08954576475799278,0.014103600283516184,0.11507482848653935,0.3621182644003155,0.2823198559054075,0.13683768616622874,5.4935746,-18.118599,0
Imperial Restaurant,4.2,25,449.36,0.437299051349799,0.10383583548974573,0.022506059036693882,0.2608703601301709,0.11581585659335653,0.05967283740023398,16.76817,22.6691,3
Imperio Restaurant,4.393939393939394,33,359.3939393939394,0.22069443300997624,0.13425842039151564,0.05928243234796125,0.2326048558550433,0.1451088749909923,0.14744492279845084,27.243183000000002,-0.37737527,1
InAzia Sheraton Grand Bengaluru Whitefield Hotel ,4.090909090909091,11,467.7272727272728,0.3428086008701748,0.009275479893244159,0.09376127955086876,0.3935412829031021,0.1225711717843946,0.038042184998215565,-4.65941,18.500963,3
Inchara Restaurant,4.346938775510204,49,168.53061224489798,0.2143373593011512,0.08779605300505704,0.01501595489088899,0.2461332298392976,0.1981421834243113,0.11612623994745724,24.201662,-1.6982546000000003,1
Indian Coffee House Restaurant,4.424242424242424,33,378.06060606060606,0.10252693624196127,0.13427918794981622,0.05796551709663611,0.42872523635779136,0.05248290457028201,0.13311112687442211,-18.325352,-1.4137111999999998,1
Indian Kitchen,4.125,20,568.8,0.15394348812587846,0.07480474254847304,0.0732998536056816,0.40741256936048825,0.08666322755993741,0.20387611879954126,-18.631998,-14.227838,0
Infinity Family Restaurant,4.125,16,307.5,0.2790771207319304,0.12897394368227105,0.07394197783505516,0.2464007612913625,0.09647984301621576,0.1751263534431651,16.48876,12.518485,2
Ivy Park,4.7631578947368425,19,350.0526315789473,0.19963488334829976,0.016705840669591833,0.029264230268803718,0.4386057984264835,0.2121334518276268,0.1036557954591944,-6.965542999999999,-12.133426,1
Jade,4.090909090909091,11,269.72727272727275,0.43081413540339786,0.016113449506689602,0.09174089978373448,0.30526491336588657,0.07273899627790907,0.08332760566238237,15.441876,24.703757999999997,3
Jai Bhawani,4.4,10,242.4,0.09211087805308464,0.08014333472819819,0.0048864559553433076,0.40720173871598864,0.1960428495326872,0.21961474301469805,-15.038955,-17.061111,0
Jaishree Pavilion,4.566666666666666,15,344.66666666666674,0.10787079966075933,0.016704660691682482,0.12038237689675912,0.591787292878152,0.0613060765617414,0.10194879331090564,-30.522163,3.2948562999999993,2
Jalsa,4.295454545454546,44,358.70454545454544,0.12370046611051715,0.05449165033647458,0.12565209113079415,0.4742571747665095,0.08223313320495894,0.13966548445074564,-18.5079,3.017216,2
Jalsa Gold,4.516949152542373,59,484.03389830508485,0.07575117121389034,0.04463306364473567,0.08849067305132309,0.4838162823583851,0.11595104980109965,0.15745945484582038,-22.134619,-2.525629,1
Java,4.208333333333333,12,230.5,0.10430144996024487,0.07939609656123958,0.041493391383253635,0.3765757440339355,0.10365533123790567,0.21124465349008745,-18.0946,-15.315448000000002,0
Just Khao Suey,4.55,30,493.23333333333335,0.2296507077659665,0.028308323022968027,0.07256582349216817,0.4863528848792516,0.06832583478593847,0.11479642605370735,-17.302315,11.734964,2
Kabab Treat,4.471830985915493,71,82.78873239436619,0.19749184140131398,0.0531523717930484,0.04243166047505839,0.1699313249514086,0.2779246692646568,0.06188503352296446,21.877207000000002,-9.753838,1
Kadai,4.318181818181818,22,196.13636363636363,0.22057050256114927,0.04757710578994083,0.04290111151734364,0.3181229615839345,0.1439067674153862,0.04510336931406375,2.1549177000000004,7.937267299999999,2
Kadala Tarangaa,4.8,45,117.68888888888887,0.16052920081315292,0.03251311979753894,0.15412420181745426,0.2722210647082795,0.2729244319148392,0.041021314282068594,15.208842,-13.68547,0
Kadala Teera,4.7727272727272725,22,191.22727272727272,0.3860452860185948,0.08703470130925768,0.040239792989982766,0.2050043054684435,0.2184706630774305,0.06320525113629066,15.35079,-0.7226883000000001,1
Kadamba Foodline,4.4,10,347.4,0.0959416519200052,0.049365731581471686,0.005507235311568321,0.5209935285291369,0.07189969881347058,0.2562921538443471,-30.948059999999998,-14.444169,0
Kaifu,4.321428571428571,28,645.1428571428571,0.248642519895082,0.01633062052330243,0.08290290906504351,0.4065950512160653,0.08740212938162463,0.12241248420459655,-3.5878754,12.2374935,2
Kakal Kai Ruchi,4.136363636363637,11,241.0909090909091,0.06570361564626145,0.012203741781956894,0.07911574957068422,0.5534173599015969,0.19992635356864952,0.08963317953085101,-21.849915,-5.062175,1
Kanua,4.583333333333333,12,3388.333333333333,0.2865374981220481,0.055967169132381485,0.00020569909054252218,0.4097187572607166,0.14207834204228353,0.022159201018694383,-3.2880967000000005,17.204401,3
Kapoor's Cafe,4.336363636363636,110,522.6909090909091,0.14442097875858134,0.026024758708712386,0.026664135412500345,0.5103232269391347,0.1290928220679901,0.16347407811308115,-22.534225,0.08141325,2
Karama Restaurant,4.3086419753086425,81,565.1975308641976,0.2503104992900172,0.1248152309198276,0.07650486210673074,0.3333870370749178,0.10514855735547142,0.10983381325303557,0.8083938,6.1567172999999995,2
Karavali Grand,4.826086956521738,23,1553.6521739130435,0.14648115232658265,0.0236072032233302,0.1309481891708453,0.2860002187817208,0.3577808555255034,0.055182380972017664,12.723958,-15.370726000000001,0
Kerala Vibes,4.6571428571428575,35,279.7428571428572,0.17627590529555026,0.017894916076170126,0.09018382010774367,0.410922371635698,0.2183190117406434,0.05783254657276595,-6.145961799999999,-10.545257000000001,1
Kesariya,4.309523809523808,21,615.8571428571429,0.04880412954353343,0.01612515152006156,0.08618707204065276,0.5936599714336863,0.03604678853784348,0.21917688692422227,-32.823627,-7.324149,1
King Of Spices,5.0,15,709.8666666666667,0.0927263236472689,0.16551824978921173,0.11874768837167092,0.27666025130782496,0.1842781143025446,0.16206937258147888,27.114914000000002,-7.0134254,1
Kitchen King Naati Style,5.0,17,328.2352941176472,0.20478653554408435,0.2588998847222188,0.08911660192397712,0.1944886356327566,0.10253988041343888,0.15016846176352425,35.15083,-0.7005423000000001,1
Kitchen On Table,4.526315789473684,19,480.10526315789474,0.06788016511862074,0.024044879720737003,0.007035460592428312,0.6631253660515427,0.13490054227064469,0.10301358624602652,-37.297207,1.3254496,2
Kobe Sizzlers,4.246153846153846,65,407.47692307692313,0.2605937387056627,0.014837513042441828,0.028832051803239087,0.4193522961906783,0.09684615633891976,0.17953824391905834,-6.252708999999999,12.477395,2
Kollapuri's,4.014285714285714,35,275.48571428571427,0.21908159227512794,0.153752741999521,0.020587039303147682,0.22273005374019614,0.12404227673865975,0.14552058165763312,27.983690000000003,-0.18690978,2
Konark Vegetarian Restaurant,4.212121212121212,33,496.03030303030295,0.1164153078045702,0.047351317963431935,0.01978039608958141,0.4461836866253629,0.1001467218316507,0.2701225696854029,-23.721510000000002,-17.099459,0
Konaseema Grand,4.594405594405594,143,205.4055944055944,0.13265654913326844,0.1777010588628567,0.07367367255895824,0.24924557753160165,0.19481646406389366,0.10896961491235813,27.627886,-5.751572,1
Konaseema Kitchen,4.181818181818182,11,506.6363636363636,0.2485322458893763,0.22056378595507767,0.05719774300624735,0.27260902554196786,0.1353693214803531,0.06572787812697764,31.706459999999996,0.7985416999999999,2
Kopper Kadai,4.2,30,467.16666666666674,0.14071238209585055,0.031465797153740684,0.07905352488285873,0.4597116304465237,0.04642817036458633,0.2426284950564401,-23.289658,-14.476061999999999,0
Koshe Kosha,4.275,40,423.275,0.2199682282458188,0.07531179544396183,0.07148374041210387,0.3703708209345794,0.1317113108977055,0.08115410406583062,0.041874933999999996,7.366318,2
Koshy's,4.147058823529412,34,634.2647058823529,0.17299256503408064,0.07499971239312339,0.02879703580645868,0.5670407757596527,0.08202880208213928,0.07414110892454527,-27.055020000000003,11.231119999999999,2
Kritunga Restaurant,4.142857142857143,42,661.1666666666666,0.25015896446637337,0.3533906430790485,0.0819739714590868,0.1181557395544577,0.12129226002520276,0.07502842141583084,40.67074,2.4920807000000003,2
Kudla Hotel Ramanashree,4.1,10,428.1,0.3379911013706734,0.00792146602596308,0.014816771769238426,0.4980737454013077,0.07272661864589802,0.06847029678691942,-8.861883,20.62807,3
Kumarakom,4.0,11,532.7272727272727,0.3469181167383974,0.010665547158079205,0.15192052102078174,0.2644736869620092,0.08525512373606718,0.14076700438466536,9.300746,20.240667000000002,3
Kusum Restaurant,4.208333333333333,24,252.875,0.2588801186941757,0.1037391609527689,0.017534370315620353,0.22640676456688005,0.12747210926714247,0.14096747620341246,26.302992,0.9746867,2
Lakshmi Rayalaseema Ruchilu,4.571428571428571,28,82.07142857142857,0.15796254353317268,0.03355632159536514,0.1179695057179376,0.15486723292592178,0.2959254606886507,0.09686179268180917,21.149866,-12.177894,1
Lalchee's Rasoi,4.661538461538462,65,262.3076923076923,0.1703164807666004,0.08893735903586726,0.062020931782011436,0.31841920918114625,0.20832200239428086,0.13659940145547822,9.899308,1.966509,2
Lazeez,4.3076923076923075,13,328.07692307692315,0.4536039246627688,0.2277376010457895,0.03747430791941102,0.13829082580373694,0.13703753326543194,0.005855807302861836,34.095535,10.739575,2
Le Arabia,4.538461538461538,13,341.76923076923083,0.334440984487359,0.06460103292848116,0.008184181813528316,0.4096013095798439,0.14223693103185586,0.04093556015893178,-3.2915142,17.879622,3
Le Charcoal,4.75,12,401.25,0.15166413904214093,0.016004257197986056,0.04672509328056864,0.4279126883033446,0.1765406701514264,0.0978198186912,-8.059933000000001,-11.1854925,1
Lickity Garden,5.0,11,321.72727272727275,0.06676541297323313,0.14615073073546886,0.05062968219390735,0.6430891831246014,0.05582453699825718,0.03754045397453208,-34.215126,11.069657000000001,2
Little Italy,4.244897959183674,49,573.5102040816328,0.04418111356543281,0.009174376651999043,0.10443070758489673,0.5397168386001573,0.10051861202893364,0.2019783515685805,-28.106848,-8.215322500000001,1
Little Lucknow,4.818181818181818,11,482.9090909090909,0.3666068032885253,0.0969216378691918,0.03226573782260789,0.22043433192700565,0.162582546024403,0.12118894306826633,14.235684,13.205098000000001,3
Little Onnion,4.8534482758620685,58,148.75862068965515,0.1851334287210908,0.2417021846503209,0.04179619220107261,0.21371214480950465,0.20138233193616234,0.06454957975081439,33.403225,-5.583673,1
Lush Renaissance HotelBengaluru,4.45945945945946,37,560.8918918918919,0.0496187858739708,0.043102056549178494,0.06254711605895442,0.6416317009053794,0.030840380741979288,0.1722599598705373,-34.669323,-4.6930323,1
MISU,4.379310344827586,29,555.7931034482758,0.22258164040225853,0.010113124655444516,0.044040003001198175,0.5846845777014581,0.058433972113861525,0.08014668212577916,-22.69993,13.885338,3
Madhura,4.916666666666667,18,2299.333333333333,0.06999362063966498,0.11798229693969105,0.1376095537397551,0.4690298528071829,0.06403210873624116,0.14135256713746475,-17.762756,-0.79222983,1
Magic Bowl,4.348484848484849,33,246.42424242424244,0.2667859990069508,0.17513719036203124,0.032232303794806606,0.2677204702194218,0.1282515343842084,0.09956947192955083,30.168642,1.3808619,2
Magnolia,4.636363636363637,22,370.9090909090909,0.30618472790291146,0.003269365501992995,0.08759393353444248,0.23655778218086845,0.03428416185665432,0.19574639265949392,9.812816999999999,18.659557,3
Mahesh Lunch Home,4.387096774193549,31,491.1612903225807,0.3615751169718235,0.007471030576936353,0.00275976383657141,0.3446504021325756,0.14629838376191734,0.13724530272017582,5.2935658,16.77974,3
Mahjong Room WelcomHotel Bengaluru,5.0,12,684.6666666666666,0.2712522926422128,0.02216773106833055,0.041594457331381764,0.5892183160317404,0.004368204549970137,0.07139899837636438,-22.689255,15.831303,3
Maia Eat Bake Mom,4.274193548387096,62,486.85483870967744,0.06870202751224576,0.009994195135926351,0.09449913400482128,0.5213271686442622,0.10084429650058054,0.20463317820216376,-28.378283000000003,-8.152533,1
Mainland China,4.547169811320755,159,592.7044025157232,0.25611768952989483,0.0042018308908444825,0.07593710199307546,0.435158195346385,0.0721343743925457,0.15645080784725438,-4.994254,12.176553,2
Majlish,4.25,30,399.16666666666674,0.2137197440034772,0.06108430375501275,0.09621286119093413,0.29708518111938564,0.21290980813420032,0.11898810179698985,9.982288,3.5298052,2
Malabar Bay,4.117647058823529,17,592.7647058823529,0.1866402490619524,0.2262078369475569,0.04559819914328469,0.3032902458416337,0.11937848253821992,0.11888498646735247,30.812326000000002,-1.0336143,1
Malabar Mandra,4.6521739130434785,23,144.17391304347825,0.35869109108207137,0.0015101112234430175,0.04936198981410511,0.21756740196073251,0.23681195906992444,0.04910092511059309,13.090056,-2.6953957,1
Malabar Mint,4.571428571428571,21,314.6666666666667,0.1864589739474369,0.02026476080650827,0.057308470506398985,0.4633633834234561,0.19986896952066727,0.07273544179553235,-6.6717052,-11.304623,1
Malnad Military Hotel,4.138888888888889,18,301.6666666666667,0.2786316672755572,0.16867375438306045,0.07695645014632396,0.2475725602582139,0.12299812458049107,0.10516744335635356,30.486290000000004,1.7993213,2
